CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada;NOME_PULITO;GENERE;PERSONA_ID
2007;43180;VIA PADOVA;16;Savena;VIA MONTELUNGO;VIA OSOPPO;6671;13524;1991-10-21;153.0;2;;10;;1;;7;;44.469588040504014, 11.38658559916853;"{""coordinates"": [[11.386329052757448, 44.46895605353883], [11.386478525034281, 44.46929161605343], [11.386583188071098, 44.46939182363064], [11.386689799544587, 44.46952069069926], [11.386658729628376, 44.47026675652718]], ""type"": ""LineString""}";760080;PADOVA;Toponimo;936f523445a303f81da7895daebbe599
2009;15400;VIA CAVEDONE;16;Savena;VIA BOVES;VIA DEGLI ORTOLANI;6725;6726;1991-10-21;128.0;6;;18;C;1;3;7;D;44.4731497566135, 11.385639977184796;"{""coordinates"": [[11.385510524561619, 44.473712459507475], [11.385566024390268, 44.47361781661565], [11.38559982077224, 44.47349165900688], [11.385638076436646, 44.47323647285395], [11.38571366072199, 44.47257105893728]], ""type"": ""LineString""}";759042;CAVEDONE;Male;a75e533ec32d4313dd98df30c3887097
2013;3300;VIA ARNO;16;Savena;VIA DOMODOSSOLA;VIA RAVENNA;6712;6710;1991-10-21;55.0;32;;34;G;;;;;44.47312506656897, 11.387587125985617;"{""coordinates"": [[11.3874276939624, 44.472907319688346], [11.387746558008834, 44.4733428134496]], ""type"": ""LineString""}";758875;ARNO;Toponimo;6442705a2c804789984a3bd54dc26c93
1726;48100;VIA CLEMENTE PRIMODI';15;Santo Stefano;VIA CLEMENTE PRIMODI';VIA CLEMENTE PRIMODI';6494;6495;1992-01-10;63.0;4;;12;3;;;;;44.488955824853434, 11.363860114392741;"{""coordinates"": [[11.363496564150696, 44.48906385810127], [11.364223664634785, 44.4888477916056]], ""type"": ""LineString""}";759067;CLEMENTE PRIMODI';Male;610fd2466b0d4fe6e7d9cf7f6c5b5e7c
2371;19880;VIA ENRICO DE NICOLA;11;Borgo Panigale - Reno;VIA UGO LA MALFA;VIA ENRICO DE NICOLA;8447;15421;1991-10-21;272.0;66;;80;;15;;75;;44.506802265604435, 11.279252665694695;"{""coordinates"": [[11.278593626069418, 44.50567476168131], [11.279911705319973, 44.50792976952755]], ""type"": ""LineString""}";759490;ENRICO DE NICOLA;Male;e683f87dd9aa5d61afc83a7efc537fab
2208;23950;VIA DELLE FOSSE ARDEATINE;16;Savena;VIA EMILIA LEVANTE;VIA LORENZO BARTOLINI;6915;6912;1991-10-21;85.0;2;;8;;3;;3;H;44.48156671612155, 11.381411847091986;"{""coordinates"": [[11.381628572984559, 44.481915654941254], [11.38155584121631, 44.48181868396024], [11.381450226177185, 44.48163798159921], [11.381315840883326, 44.4813945640461], [11.381200402304193, 44.48121406636827]], ""type"": ""LineString""}";759354;DELLE FOSSE ARDEATINE;Toponimo;9ffaaf09a3b403e8a821f8f5c6068e97
2209;61150;VIA VERMENA;16;Savena;VIA EMILIA LEVANTE;VIA GIOVANNI ANTONIO MAGINI;6902;6903;1991-10-21;78.0;4;;4;;1;;3;D;44.48099002103817, 11.380698132203337;"{""coordinates"": [[11.380909959786202, 44.48130728772952], [11.380703393841895, 44.48099853962589], [11.380486879077246, 44.480672371514245]], ""type"": ""LineString""}";760414;VERMENA;Toponimo;b7b50b21fc00b9bbf85fa7589c2b9f00
2210;31370;VIALE VLADIMIR ILIC ULJANOV LENIN;16;Savena;VIA PO;VIA LORENZO BARTOLINI;6898;6894;1991-10-21;117.0;2;;8;;1;;3;2;44.481061736217924, 11.382733986632042;"{""coordinates"": [[11.383041733259812, 44.48154846617581], [11.383029343927996, 44.48152986437478], [11.382895595661626, 44.48125963465511], [11.382765898361443, 44.481034810333355], [11.382353968278169, 44.480628181228695]], ""type"": ""LineString""}";760448;VLADIMIR ILIC ULJANOV LENIN;Male;b25776d1481ca0c6ff5a643c0e17862e
2191;54750;VIA LUCA SIGNORELLI;16;Savena;VIA VERMENA;VIA FRANCESCO BRIZZI;6757;6760;1991-10-21;49.0;4;;4;;1;2;1;2A;44.47907777280647, 11.379702317062705;"{""coordinates"": [[11.379433087592032, 44.47918841418277], [11.379971546533376, 44.47896713143017]], ""type"": ""LineString""}";759908;LUCA SIGNORELLI;Male;f820fbccc165cd2fa2544db233bac9a3
2192;33450;VIA GIOVANNI ANTONIO MAGINI;16;Savena;VIA BENOZZO GOZZOLI;VIA VERMENA;6904;6903;1991-10-21;47.0;14;;14;;21;;21;B;44.48077181220248, 11.380226844598194;"{""coordinates"": [[11.379966810119141, 44.480871252890715], [11.380486879077246, 44.480672371514245]], ""type"": ""LineString""}";759694;GIOVANNI ANTONIO MAGINI;Male;604098ff5529e620f08f9e361de5ef59
2195;46650;VIA PO;16;Savena;VIA FRIULI-VENEZIA GIULIA;VIA LUCA SIGNORELLI;15895;15894;1991-10-21;73.0;2;10;2;9;5;;7;;44.47900217567492, 11.380848983305738;"{""coordinates"": [[11.381067141498912, 44.479286058773944], [11.380977528883385, 44.47918203035416], [11.380908054322559, 44.47909051857578], [11.380820915377786, 44.478968775333726], [11.380695156168734, 44.47878663779144], [11.380644014349928, 44.478708382448325]], ""type"": ""LineString""}";760168;PO;Toponimo;b3918665ee674080bf505e1b2d862187
2354;61750;VIA VILLANOVA;14;San Donato - San Vitale;VIA DEGLI STRADELLI GUELFI;VIA VILLANOVA;7024;7053;1991-10-21;41.0;;;;;;;;;44.484066562221116, 11.421500424961224;"{""coordinates"": [[11.42150161548453, 44.484250146924836], [11.42149980110788, 44.48394260297487], [11.42149812614948, 44.48388299635585]], ""type"": ""LineString""}";760423;VILLANOVA;Toponimo;8f9b46fb3e6b6ef31e84bf610a3495ca
2355;43600;VIA PALLAVICINI;14;San Donato - San Vitale;VICOLO DEI PRATI;VIA ENRICO MATTEI;6997;6883;1991-10-21;69.0;;;;;;;;;44.49600182244835, 11.408524844714332;"{""coordinates"": [[11.40860790900309, 44.496311862434524], [11.408604789919464, 44.49623613557581], [11.408576950303948, 44.49609371710402], [11.408520691405919, 44.49594046499188], [11.408485627281989, 44.49586541214917], [11.408432722901177, 44.49579359852366], [11.408365962033715, 44.495724940040105]], ""type"": ""LineString""}";760088;PALLAVICINI;Toponimo;3bd6acc6c3483865f6c2e6df535044b8
2223;57600;VIA GIAMBATTISTA TIEPOLO;16;Savena;VICOLO BIANCO;VIA VITTORE CARPACCIO;6909;6910;1991-10-21;80.0;2;;2;B;1;;3;;44.483307106393255, 11.380480400213289;"{""coordinates"": [[11.37999056939038, 44.48338925183486], [11.380970231036198, 44.48322496095165]], ""type"": ""LineString""}";759664;GIAMBATTISTA TIEPOLO;Male;08141e5d8a1f8dc0afbc4f5cd35ce776
2083;39200;VIA MOLISE;16;Savena;VIA CALABRIA;VIA LIGURIA;6795;6787;1991-10-21;72.0;2;;2;;1;;5;;44.47520870191393, 11.385167127480205;"{""coordinates"": [[11.384945239142546, 44.4754896191087], [11.385389015817866, 44.47492778471915]], ""type"": ""LineString""}";760028;MOLISE;Toponimo;d559695647922fd23f9897cbe401c9e4
2086;45530;VIA PIACENZA;16;Savena;VIA BRENTA;VIA ALFONSINE;6797;6801;1991-10-21;46.0;6;;6;A;3;;5;A;44.47469503128244, 11.38765361537747;"{""coordinates"": [[11.387784697313604, 44.47488067803735], [11.387522533441334, 44.474509384527515]], ""type"": ""LineString""}";760122;PIACENZA;Toponimo;5a9f8fbf5e4bfbed0d19168fe9c0b725
2088;10070;VIA BRENTA;16;Savena;VIA VALLE D'AOSTA;VIA PIACENZA;6776;6797;1991-10-21;46.0;12;;12;E;9;;9;;44.47503823123812, 11.387596885171071;"{""coordinates"": [[11.387409073028538, 44.475195784438895], [11.387784697313604, 44.47488067803735]], ""type"": ""LineString""}";758952;BRENTA;Toponimo;f832d34fa91e1f32f6489be0bcc1f193
1668;650;VIA MARIA GAETANA AGNESI;14;San Donato - San Vitale;VIA PELAGIO PALAGI;VIA ANTONIO BONDI;6454;6455;1991-10-21;153.0;;;;;1;;5;;44.487946444134046, 11.367156706872189;"{""coordinates"": [[11.366278037310211, 44.4882188052437], [11.366482722535663, 44.4881617799467], [11.368033392549398, 44.48766743874243]], ""type"": ""LineString""}";759973;MARIA GAETANA AGNESI;Female;a7d4faecfc3f999e1bdbe49a490eeecb
1562;54650;VIA SIEPELUNGA;15;Santo Stefano;VIA ERNESTO MASI;VIA AUGUSTO GAUDENZI;6320;6321;1991-10-21;212.0;2;;20;E;1;;11;;44.4801641468425, 11.361606558000954;"{""coordinates"": [[11.362129415367217, 44.48104134297312], [11.361950318217177, 44.480755489185626], [11.36175136231592, 44.48041498606212], [11.361230240096198, 44.47952113110027], [11.361094350650088, 44.47928060151247]], ""type"": ""LineString""}";760331;SIEPELUNGA;Toponimo;90826e0f5301925d809aca3019c36fdc
1563;40450;VIA AUGUSTO MURRI;15;Santo Stefano;VIA ERNESTO MASI;VIA MASSIMILIANO ANGELELLI;5781;6320;1991-10-21;110.0;68;;74;2;77;;81;C;44.48077071868371, 11.36270039776275;"{""coordinates"": [[11.363248779758461, 44.48045892441759], [11.363066532189514, 44.480587716344814], [11.362862608613415, 44.480701958320864], [11.362345786414284, 44.48095035950989], [11.362129415367217, 44.48104134297312]], ""type"": ""LineString""}";758888;AUGUSTO MURRI;Male;280d02e39e525f4c6106c109ec958b72
1570;3000;VIA FILIPPO ARGELATI;15;Santo Stefano;VIA GIUSEPPE MAZZINI;VIA PELAGIO PALAGI;6365;6366;1991-10-21;271.0;2;;24;;5;;25;2;44.48845521944696, 11.365236439845186;"{""coordinates"": [[11.366175944132811, 44.489372568711026], [11.365874428433559, 44.48931331534335], [11.36444017194884, 44.4874282261566], [11.364431061496541, 44.48736026524454]], ""type"": ""LineString""}";759547;FILIPPO ARGELATI;Male;d7fd15ac3ca423261dac7b9eee867e84
1571;42350;VIALE ALFREDO ORIANI;15;Santo Stefano;VIA LEANDRO ALBERTI;VIA GIUSEPPE MEZZOFANTI;6363;6364;1991-10-21;153.0;2;;16;D;1;;15;;44.48646405505703, 11.36122027654579;"{""coordinates"": [[11.361678757985393, 44.487068146530646], [11.361607419851792, 44.486984484887806], [11.361182598391153, 44.48642166221986], [11.360774567347194, 44.48585026230853]], ""type"": ""LineString""}";758781;ALFREDO ORIANI;Male;dfe6be1e8c3bce8f2e11c46a7daf020e
1576;39900;VIA GAETANO MONTI;15;Santo Stefano;VIA MAURO SARTI;VIA GAETANO GIORDANI;6387;6391;1991-10-21;36.0;2;;4;;5;;5;;44.48038402735903, 11.366365726524215;"{""coordinates"": [[11.36614072946277, 44.48038338895513], [11.366590723585661, 44.480384665762905]], ""type"": ""LineString""}";759622;GAETANO MONTI;Male;af8c388f84aae775bc94e132af631973
1938;50;VIA GIUSEPPE CESARE ABBA;16;Savena;VIA PIETRO GIANNONE;VIA IPPOLITO NIEVO;6644;6646;1991-10-21;80.0;6;;6;A;3;2;5;1;44.465111756392375, 11.378884816498395;"{""coordinates"": [[11.379144039655866, 44.465418277081184], [11.378625593340923, 44.464805235703565]], ""type"": ""LineString""}";759764;GIUSEPPE CESARE ABBA;Male;3245cfa503460bd232d79d629da5ab39
1939;16200;VIA LUIGI CHERUBINI;16;Savena;VIA CARDINALE GIL ALVAREZ CARRILLO DE ALBORNOZ;VIA GIOVANNI PIER LUIGI DA PALESTRINA;6662;5755;1991-10-21;90.0;2;;4;A;3;;3;4;44.46626276730077, 11.377545389086139;"{""coordinates"": [[11.377292704151298, 44.46590290862957], [11.377730230156047, 44.466524159405814], [11.377770828991226, 44.466582785043], [11.37777956820414, 44.466630496930094]], ""type"": ""LineString""}";759926;LUIGI CHERUBINI;Male;9459a54dab3c5a2509fd2af87694f221
1958;3070;VIA ARGONNE;16;Savena;VIA DOMOKOS;VIA SAVIGNO;6666;6664;1991-10-21;92.0;2;;2;E;1;;3;;44.46826995428415, 11.381614517997583;"{""coordinates"": [[11.382156556693792, 44.46821966982835], [11.382114928672502, 44.468220538517805], [11.38207381871831, 44.46823382899157], [11.381899748457199, 44.468307069457964], [11.381844656785088, 44.46831815786426], [11.381792943917112, 44.4683267000267], [11.381709384292767, 44.468320980291864], [11.381590536919818, 44.468301088384784], [11.381429670093354, 44.468272134072954], [11.381065500225766, 44.468195214154264]], ""type"": ""LineString""}";758865;ARGONNE;Toponimo;2fa23afd881a107000a034c60b4cc980
1959;20440;VIA DOMOKOS;16;Savena;VIA ARGONNE;VIA DOMOKOS;6664;6665;1991-10-21;392.0;2;;10;;3;;7;;44.4671507137285, 11.38221616847959;"{""coordinates"": [[11.381065500225766, 44.468195214154264], [11.381122980644264, 44.468057103423], [11.381230511540853, 44.46777719273781], [11.381421027942261, 44.467377076340746], [11.38156360750905, 44.46719639018036], [11.38172713733957, 44.4670226668771], [11.381989281846991, 44.466857994853314], [11.38217696008927, 44.46676893174918], [11.3822551908692, 44.46674941098491], [11.382341087235076, 44.46674217180431], [11.382448511868429, 44.46676534422055], [11.382518518021792, 44.46680382773398], [11.38259240132321, 44.466854788930036], [11.382659118491407, 44.466933537683516], [11.382799872748288, 44.46704755268753], [11.382943289951875, 44.46715285141043], [11.383029046053288, 44.46717921240053], [11.383103576792172, 44.46717904289578], [11.38317994675689, 44.4671712457399], [11.383234707270816, 44.467146497631155], [11.383255363915394, 44.46709341907415], [11.383252956993019, 44.46703893148003], [11.383226114338715, 44.46699780977901], [11.383193445535445, 44.466973536565], [11.383141029311995, 44.46695612147713], [11.38306036973724, 44.46697403707084], [11.38293662444891, 44.466985712951825], [11.38284794277731, 44.46699556746481], [11.382775466096975, 44.46699338025466], [11.38272261073036, 44.466964864912995], [11.382663375759888, 44.46690686409913], [11.382633334963888, 44.46680383500235], [11.38265238459595, 44.46663682597592]], ""type"": ""LineString""}";759447;DOMOKOS;Toponimo;fc8f8dde160baa81aad50d973fb52403
1964;42780;VIA OSOPPO;16;Savena;VIA PADOVA;VIA TREVISO;6670;6671;1991-10-21;98.0;6;;6;B;3;;5;;44.46884610054876, 11.386924903930144;"{""coordinates"": [[11.387520755102841, 44.46873614755868], [11.386329052757448, 44.46895605353883]], ""type"": ""LineString""}";760075;OSOPPO;Toponimo;9261c00d8270940d893efbb2e2c110f7
1968;54480;VIA SESTO SAN GIOVANNI;16;Savena;VIA FRANCESCO CAVAZZONI;VIA SESTO SAN GIOVANNI;6655;6656;1992-01-10;131.0;2;;20;;1;;1;;44.47055621377183, 11.382980948713923;"{""coordinates"": [[11.382600473869923, 44.470034910816146], [11.383361423557924, 44.471077516727505]], ""type"": ""LineString""}";760328;SESTO SAN GIOVANNI;Toponimo;fec1535e6eecb16d3fb6ee7423ce6583
1969;29480;VIA PIETRO GUBELLINI;16;Savena;VIA LUIGI CHERUBINI;VIA DELLA BATTAGLIA;6653;6654;1991-10-21;123.0;12;;14;;7;;7;A;44.46915706978192, 11.380634705100386;"{""coordinates"": [[11.380058030664848, 44.4695054343039], [11.380074547135981, 44.469431763657866], [11.380107236282104, 44.46938263902976], [11.38016858207307, 44.46934599768226], [11.381283708374818, 44.46888028067721]], ""type"": ""LineString""}";760151;PIETRO GUBELLINI;Male;0b515f3b3f69b7fc053b883ac4b37438
1970;9330;VIA GIUSEPPE BORGATTI;16;Savena;VIA LUIGI CHERUBINI;VIA DELLA BATTAGLIA;6652;5738;1991-10-21;118.0;2;;4;;1;;5;D;44.4679741889255, 11.379761391370044;"{""coordinates"": [[11.380400814747954, 44.4677050111655], [11.379211487485476, 44.46820651208799], [11.379118325050383, 44.46823300389511]], ""type"": ""LineString""}";759759;GIUSEPPE BORGATTI;Male;ab269ab2bb29e1c924137a46d218feb0
1977;34750;VIA BENEDETTO MARCELLO;16;Savena;VIA PIETRO GUBELLINI;VIA TORINO;5838;5740;1991-10-21;35.0;28;;28;;25;;25;E;44.4706858952823, 11.377317296763755;"{""coordinates"": [[11.377362784663879, 44.470841922003125], [11.37727180886363, 44.47052986856148]], ""type"": ""LineString""}";758930;BENEDETTO MARCELLO;Male;70d2f363acc85c6b55063b4a37c8ebd9
1978;15350;VIA FRANCESCO CAVAZZONI;16;Savena;VIA SESTO SAN GIOVANNI;VIA DELLA BATTAGLIA;6668;6655;1991-10-21;22.0;;;;;;;;;44.4700725609225, 11.382473385177862;"{""coordinates"": [[11.382346296485801, 44.47011021102885], [11.382600473869923, 44.470034910816146]], ""type"": ""LineString""}";759575;FRANCESCO CAVAZZONI;Male;54ab467a1b88338192afa5b7a460d2a0
1980;37350;VIA CORRADO MAZZONI;16;Savena;VIA MILANO;VIA CORRADO MAZZONI;6706;6696;1991-10-21;188.0;14;;14;;;;;;44.47308101213093, 11.380158428781241;"{""coordinates"": [[11.37918247725289, 44.473205213481904], [11.379214587532923, 44.4732713705923], [11.379264432502787, 44.47332439235621], [11.379357495135523, 44.473365143001054], [11.379472873130428, 44.47336842769895], [11.37957075393585, 44.47333224047892], [11.379797116667609, 44.47323077059176], [11.381185250010802, 44.472708777268245]], ""type"": ""LineString""}";759079;CORRADO MAZZONI;Male;6620176c140c24352d87e1d8e12792c4
1985;32150;VIA LIGURIA;16;Savena;VIA LUCANIA;VIA DEGLI ORTOLANI;6704;6705;1991-10-21;83.0;28;;32;;19;;29;;44.473956933379, 11.383222843282374;"{""coordinates"": [[11.383592275149761, 44.47419755595008], [11.383453618951707, 44.47413460604795], [11.383306637661269, 44.47404814393247], [11.383196735133964, 44.47396878480949], [11.383105212163246, 44.47388905088328], [11.383012511184921, 44.47378038008814], [11.38290781606605, 44.473648246723954]], ""type"": ""LineString""}";759884;LIGURIA;Toponimo;56ebd102bfdf3f9d18df173b060245d6
2177;20830;VIA GIUSEPPE DOZZA;16;Savena;VIA GIUSEPPE DOZZA;VIA CRACOVIA;6825;6817;1992-01-10;158.0;40;;42;;;;;;44.47414163308893, 11.399115834213157;"{""coordinates"": [[11.399989100825861, 44.47380016353399], [11.399687357670377, 44.47391421430871], [11.3992620350244, 44.47408447227491], [11.398291308387506, 44.474466730718156], [11.398243355435438, 44.47448517622731]], ""type"": ""LineString""}";759770;GIUSEPPE DOZZA;Male;a7652684b36a762fae60bf57691d439e
2181;32480;VIA MARIO LONGHENA;16;Savena;VIA GIUSEPPE DOZZA;VIA LUIGI BOMBICCI;6692;6693;1991-10-21;302.0;2;;16;;1;;17;3;44.47823305903094, 11.39248961152552;"{""coordinates"": [[11.393401007854981, 44.479426947998185], [11.39257106436681, 44.47833834097047], [11.39157695939812, 44.477040129579535]], ""type"": ""LineString""}";759984;MARIO LONGHENA;Male;1fc3af36fa0d11d0fd384a5c0fbaad3c
2188;47230;VIA PONTEVECCHIO;16;Savena;VIA ANTONIO FIACCHI;VIA GUAZZALOCA;6893;6424;1991-10-21;21.0;;;;;9;;9;;44.48061111592951, 11.378268447602427;"{""coordinates"": [[11.37827706642518, 44.48070389340127], [11.378263515681976, 44.480587069919274], [11.378267100464813, 44.48051810734968]], ""type"": ""LineString""}";760175;PONTEVECCHIO;Toponimo;abf1cbd2a5f0f751648746530ee389ed
1672;5200;VIA CINCINNATO BARUZZI;14;San Donato - San Vitale;VIA ANTONIO BONDI;VIA PIETRO MENGOLI;6457;6456;1991-10-21;174.0;2;;14;;1;;5;;44.486715254020936, 11.368638439228974;"{""coordinates"": [[11.369632506263669, 44.48638924148899], [11.367644372194277, 44.48704126655287]], ""type"": ""LineString""}";759060;CINCINNATO BARUZZI;Male;fb58733047c9747cc03e70e0dc2e164a
1674;37300;VIA GIUSEPPE MAZZINI;15;Santo Stefano;VIA ADOLFO ALBERTAZZI;VIA PIETRO MENGOLI;6447;6436;1991-10-21;140.0;144;;148;I;87;5;91;I;44.48590277379352, 11.368341773926582;"{""coordinates"": [[11.367559673615814, 44.48618802009646], [11.369123874237351, 44.485617527490575]], ""type"": ""LineString""}";759788;GIUSEPPE MAZZINI;Male;5930ec6c5b286988f55835297578b970
2070;11300;VIA CALABRIA;16;Savena;VIA SARDEGNA;VIA CAGLIARI;6790;6747;1991-10-21;34.0;34;;34;H;37;;37;2A;44.47515297832349, 11.384119792691656;"{""coordinates"": [[11.384305683030115, 44.4752256270774], [11.383933902353196, 44.475080329569586]], ""type"": ""LineString""}";758978;CALABRIA;Toponimo;bb5bf56d93273cb758bd6c2164db9f5c
2071;59650;VIA UMBRIA;16;Savena;VIA SARDEGNA;VIA MINCIO;6745;6791;1991-10-21;34.0;;;;;;;;;44.47587121823634, 11.38403213840539;"{""coordinates"": [[11.383846249456157, 44.47579665176524], [11.384218027354622, 44.47594578470746]], ""type"": ""LineString""}";760397;UMBRIA;Toponimo;4d130d42fcf9783f1a0fcbdc123092ea
2073;48400;VIA PUGLIE;16;Savena;VIA LIGURIA;VIA VALLE D'AOSTA;6784;6782;1991-10-21;67.0;4;;4;;7;;9;;44.47413896542663, 11.384319353631344;"{""coordinates"": [[11.38410703266258, 44.474400888240126], [11.384531674600108, 44.47387704261314]], ""type"": ""LineString""}";760186;PUGLIE;Toponimo;bc266d0b9da2a6017a38a5be4a53d859
2075;53100;VIA SARDEGNA;16;Savena;VIA CALABRIA;VIA LIGURIA;6790;6788;1991-10-21;72.0;14;;18;D;15;;19;D;44.474944153052625, 11.384531452004353;"{""coordinates"": [[11.384305683030115, 44.4752256270774], [11.384505844922142, 44.47497611613244], [11.384757187803874, 44.47466265242104]], ""type"": ""LineString""}";760310;SARDEGNA;Toponimo;33ea92022822cbe70eadc022e94706fa
1835;62400;VIA POMPEO VIZZANI;14;San Donato - San Vitale;VIA BARTOLOMEO TRIACHINI;VIA ANTONIO BONDI;6567;6581;1991-10-21;59.0;;;;;;;;;44.49066285989932, 11.36955878742178;"{""coordinates"": [[11.36989653090115, 44.49055050080921], [11.369221043942414, 44.49077521898943]], ""type"": ""LineString""}";760172;POMPEO VIZZANI;Male;bee1478e83bb212d8e564916bb59977f
1843;43450;VIA PELAGIO PALAGI;14;San Donato - San Vitale;VIA CARLO ALBERTO PIZZARDI;VIA POMPEO VIZZANI;6558;6562;1991-10-21;118.0;22;;36;A;21;;27;D;44.49130959936173, 11.366034448591547;"{""coordinates"": [[11.365994948058773, 44.491837600514756], [11.36607394912432, 44.49078159820869]], ""type"": ""LineString""}";760112;PELAGIO PALAGI;Male;62268384b5b5e9fda74a055421d6c375
6975;13500;VIA DE' CARRACCI;12;Navile;VIA ANTONIO DI VINCENZO;VIA DE' CARRACCI;15762;14536;1997-06-17;51.0;;;;;17;;17;;44.50725032390277, 11.343630885941218;"{""coordinates"": [[11.343316738949019, 44.50729181602868], [11.343945032933417, 44.50720883177685]], ""type"": ""LineString""}";759100;DE' CARRACCI;Toponimo;90ed16b74043a5764fdc3d927bf6b571
6980;23050;VIA ARISTOTILE FIORAVANTI;12;Navile;VIA CAMILLO PROCACCINI;VIA ARISTOTILE FIORAVANTI;10406;14540;1997-06-17;103.0;26;;46;E;;;;;44.513804154549334, 11.341459315787313;"{""coordinates"": [[11.342005448292861, 44.51365598202915], [11.341817909985005, 44.51374621804938], [11.341760551394245, 44.5137581888024], [11.341219218078171, 44.513807085323386], [11.341114244941814, 44.51382364231963], [11.341075122122408, 44.51385144334258], [11.34107534483344, 44.513919822214234], [11.341080236170084, 44.51397911178325], [11.341098779610958, 44.51406512004261]], ""type"": ""LineString""}";758870;ARISTOTILE FIORAVANTI;Male;d1bea05c88ac78cbea3477f54421abb2
